timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698920021.568,False,0.0,0,0,6695
1698920022.471,False,0.0,0,0,6695
1698920023.458,False,0.0,0,0,6695
1698920024.452,False,0.0,0,0,6695
1698920025.486,False,0.0,0,0,6695
1698920026.519,False,0.0,0,0,6695
1698920027.503,False,0.0,0,0,6695
1698920028.456,False,0.0,0,0,6695
1698920029.58,False,0.0,0,0,6695
1698920030.522,False,0.0,0,0,6695
1698920031.471,False,0.0,0,0,6695
1698920032.504,False,0.0,0,0,6695
1698920033.493,False,0.0,0,0,6695
1698920034.485,False,0.0,0,0,6695
1698920035.518,False,0.0,0,0,6695
1698920036.461,False,0.0,0,0,6695
1698920037.456,False,0.0,0,0,6695
1698920038.444,False,0.0,0,0,6695
1698920039.571,False,0.0,0,0,6695
1698920040.557,False,0.0,0,0,6695
1698920041.458,False,0.0,0,0,6695
1698920042.453,False,0.0,0,0,6695
1698920043.527,False,0.0,0,0,6695
1698920044.474,False,0.0,0,0,6695
1698920045.465,False,0.0,0,0,6695
1698920046.5,False,0.0,0,0,6695
1698920047.453,False,0.0,0,0,6695
1698920048.474,False,0.0,0,0,6695
1698920049.704,False,0.0,0,0,6695
1698920050.68,False,0.0,0,0,6695
1698920051.676,False,0.0,0,0,6695
1698920052.661,False,0.0,0,0,6695
1698920053.654,False,0.0,0,0,6695
1698920055.139,False,0.0,0,0,6695
1698920055.635,False,0.0,0,0,6695
1698920057.119,False,0.0,0,0,6695
1698920057.614,False,0.0,0,0,6695
1698920059.097,False,0.0,0,0,6695
1698920060.087,False,0.0,0,0,6695
1698920060.583,False,0.0,0,0,6695
1698920061.574,False,0.0,0,0,6695
1698920062.561,False,0.0,0,0,6695
1698920063.56,False,0.0,0,0,6695
1698920064.558,False,0.0,0,0,6695
1698920066.038,False,0.0,0,0,6695
1698920066.525,False,0.0,0,0,6695
1698920067.519,False,0.0,0,0,6695
1698920068.515,False,0.0,0,0,6695
1698920069.502,False,0.0,0,0,6695
1698920072.472,False,0.0,0,0,6695
1698920072.475,False,0.0,0,0,6695
1698920073.461,False,0.0,0,0,6695
1698920074.451,False,0.0,0,0,6695
1698920075.93,False,0.0,0,0,6695
1698920076.933,False,1.1640625,13,122,6695
1698920077.903,False,1.1640625,13,122,6695
1698920078.909,False,1.13671875,24,159,6710
1698920080.378,False,1.08203125,35,196,6724
1698920080.874,False,1.08203125,47,214,6735
1698920081.869,False,1.08203125,48,220,6746
1698920082.858,False,1.08203125,48,220,6746
1698920084.342,False,0.0,0,0,6746
1698920084.84,False,0.0,0,0,6746
1698920085.831,False,0.0,0,0,6746
1698920086.818,False,0.0,0,0,6746
1698920087.814,False,0.0,0,0,6746
1698920088.793,False,0.0,0,0,6746
1698920089.788,False,0.0,0,0,6746
1698920090.793,False,0.0,0,0,6746
1698920092.276,False,0.0,0,0,6746
1698920092.761,False,0.0,0,0,6746
1698920093.748,False,0.0,0,0,6746
1698920094.737,False,0.0,0,0,6746
